Tiempo de predicción,Año,Presupuesto de horas,Horas acertadas
1,2024,210,76
1,2024,220,76
1,2024,230,78
1,2024,240,79
1,2024,250,81
1,2024,260,81
1,2024,270,81
1,2024,280,81
1,2024,290,81
1,2024,300,82
1,2024,310,84
1,2024,320,84
1,2024,330,84
1,2024,340,84
1,2024,350,85
1,2024,360,86
1,2024,370,87
1,2024,380,87
1,2024,390,88
1,2024,400,89
168,2025,10,2
168,2025,20,5
168,2025,30,6
168,2025,40,8
168,2025,50,12
168,2025,60,15
168,2025,70,18
168,2025,80,21
168,2025,90,23
168,2025,100,25
168,2025,110,27
168,2025,120,27
168,2025,130,29
168,2025,140,31
168,2025,150,31
168,2025,160,34
168,2025,170,36
168,2025,180,36
168,2025,190,36
168,2025,200,37
168,2025,210,39
168,2025,220,43
168,2025,230,46
168,2025,240,48
168,2025,250,50
168,2025,260,50
168,2025,270,51
168,2025,280,55
168,2025,290,56
168,2025,300,56
168,2025,310,56
168,2025,320,57
168,2025,330,58
168,2025,340,59
168,2025,350,60
168,2025,360,61
168,2025,370,62
168,2025,380,63
168,2025,390,63
168,2025,400,64
24,2025,10,6
24,2025,20,11
24,2025,30,17
24,2025,40,18
24,2025,50,20
24,2025,60,20
24,2025,70,24
24,2025,80,25
24,2025,90,27
24,2025,100,30
24,2025,110,31
24,2025,120,32
24,2025,130,33
24,2025,140,33
24,2025,150,34
24,2025,160,37
24,2025,170,38
24,2025,180,41
24,2025,190,41
24,2025,200,42
24,2025,210,43
24,2025,220,45
24,2025,230,46
24,2025,240,48
24,2025,250,48
24,2025,260,50
24,2025,270,52
24,2025,280,52
24,2025,290,53
24,2025,300,55
24,2025,310,56
24,2025,320,57
24,2025,330,58
24,2025,340,59
24,2025,350,60
24,2025,360,60
24,2025,370,60
24,2025,380,62
24,2025,390,64
24,2025,400,65
6,2025,10,9
6,2025,20,16
6,2025,30,19
6,2025,40,22
6,2025,50,24
6,2025,60,28
6,2025,70,29
6,2025,80,31
6,2025,90,32
6,2025,100,32
6,2025,110,36
6,2025,120,37
6,2025,130,37
6,2025,140,37
6,2025,150,40
6,2025,160,41
6,2025,170,42
6,2025,180,45
6,2025,190,48
6,2025,200,48
6,2025,210,50
6,2025,220,50
6,2025,230,50
6,2025,240,50
6,2025,250,52
6,2025,260,53
6,2025,270,57
6,2025,280,57
6,2025,290,58
6,2025,300,60
6,2025,310,60
6,2025,320,60
6,2025,330,60
6,2025,340,61
6,2025,350,61
6,2025,360,62
6,2025,370,65
6,2025,380,65
6,2025,390,65
6,2025,400,66
3,2025,10,9
3,2025,20,13
3,2025,30,18
3,2025,40,19
3,2025,50,20
3,2025,60,24
3,2025,70,26
3,2025,80,29
3,2025,90,29
3,2025,100,30
3,2025,110,30
3,2025,120,31
3,2025,130,32
3,2025,140,33
3,2025,150,35
3,2025,160,37
3,2025,170,40
3,2025,180,40
3,2025,190,41
3,2025,200,43
3,2025,210,44
3,2025,220,45
3,2025,230,46
3,2025,240,49
3,2025,250,51
3,2025,260,52
3,2025,270,54
3,2025,280,55
3,2025,290,55
3,2025,300,55
3,2025,310,57
3,2025,320,57
3,2025,330,59
3,2025,340,59
3,2025,350,59
3,2025,360,59
3,2025,370,60
3,2025,380,60
3,2025,390,62
3,2025,400,62
2,2025,10,8
2,2025,20,14
2,2025,30,18
2,2025,40,19
2,2025,50,20
2,2025,60,25
2,2025,70,28
2,2025,80,29
2,2025,90,29
2,2025,100,30
2,2025,110,31
2,2025,120,31
2,2025,130,31
2,2025,140,34
2,2025,150,35
2,2025,160,36
2,2025,170,38
2,2025,180,38
2,2025,190,40
2,2025,200,42
2,2025,210,43
2,2025,220,45
2,2025,230,46
2,2025,240,47
2,2025,250,48
2,2025,260,50
2,2025,270,50
2,2025,280,52
2,2025,290,53
2,2025,300,55
2,2025,310,56
2,2025,320,56
2,2025,330,58
2,2025,340,59
2,2025,350,61
2,2025,360,61
2,2025,370,61
2,2025,380,62
2,2025,390,63
2,2025,400,64
1,2025,10,8
1,2025,20,14
1,2025,30,16
1,2025,40,19
1,2025,50,20
1,2025,60,22
1,2025,70,24
1,2025,80,28
1,2025,90,30
1,2025,100,30
1,2025,110,30
1,2025,120,31
1,2025,130,32
1,2025,140,33
1,2025,150,35
1,2025,160,35
1,2025,170,37
1,2025,180,37
1,2025,190,38
1,2025,200,39
1,2025,210,41
1,2025,220,44
1,2025,230,47
1,2025,240,48
1,2025,250,50
1,2025,260,50
1,2025,270,50
1,2025,280,50
1,2025,290,50
1,2025,300,51
1,2025,310,52
1,2025,320,53
1,2025,330,54
1,2025,340,56
1,2025,350,56
1,2025,360,56
1,2025,370,60
1,2025,380,60
1,2025,390,62
1,2025,400,63
